Meta_Version,date,ticker,weight
OroTitan_Data_v1.0,2018-01-24,TTE.PA,0.1
OroTitan_Data_v1.0,2018-01-25,AI.PA,0.1
OroTitan_Data_v1.0,2018-01-25,ASML.AS,0.1
OroTitan_Data_v1.0,2018-01-25,DSY.PA,0.1
OroTitan_Data_v1.0,2018-01-25,ENX.PA,0.1
OroTitan_Data_v1.0,2018-01-25,GTT.PA,0.1
OroTitan_Data_v1.0,2018-01-25,IPN.PA,0.1
OroTitan_Data_v1.0,2018-01-25,MC.PA,0.1
OroTitan_Data_v1.0,2018-01-25,OR.PA,0.1
OroTitan_Data_v1.0,2018-01-25,SU.PA,0.1
OroTitan_Data_v1.0,2018-01-25,TTE.PA,0.1
OroTitan_Data_v1.0,2018-01-26,AI.PA,0.1
OroTitan_Data_v1.0,2018-01-26,ASML.AS,0.1
OroTitan_Data_v1.0,2018-01-26,DSY.PA,0.1
OroTitan_Data_v1.0,2018-01-26,ENX.PA,0.1
OroTitan_Data_v1.0,2018-01-26,GTT.PA,0.1
OroTitan_Data_v1.0,2018-01-26,IPN.PA,0.1
OroTitan_Data_v1.0,2018-01-26,MC.PA,0.1
OroTitan_Data_v1.0,2018-01-26,OR.PA,0.1
OroTitan_Data_v1.0,2018-01-26,SU.PA,0.1
OroTitan_Data_v1.0,2018-01-26,TTE.PA,0.1
OroTitan_Data_v1.0,2018-01-29,AI.PA,0.1
OroTitan_Data_v1.0,2018-01-29,ASML.AS,0.1
OroTitan_Data_v1.0,2018-01-29,DSY.PA,0.1
OroTitan_Data_v1.0,2018-01-29,ENX.PA,0.1
OroTitan_Data_v1.0,2018-01-29,GTT.PA,0.1
OroTitan_Data_v1.0,2018-01-29,IPN.PA,0.1
OroTitan_Data_v1.0,2018-01-29,MC.PA,0.1
OroTitan_Data_v1.0,2018-01-29,OR.PA,0.1
OroTitan_Data_v1.0,2018-01-29,SU.PA,0.1
OroTitan_Data_v1.0,2018-01-29,TTE.PA,0.1
OroTitan_Data_v1.0,2018-01-30,AI.PA,0.1
OroTitan_Data_v1.0,2018-01-30,ASML.AS,0.1
OroTitan_Data_v1.0,2018-01-30,DSY.PA,0.1
OroTitan_Data_v1.0,2018-01-30,ENX.PA,0.1
OroTitan_Data_v1.0,2018-01-30,GTT.PA,0.1
OroTitan_Data_v1.0,2018-01-30,IPN.PA,0.1
OroTitan_Data_v1.0,2018-01-30,MC.PA,0.1
OroTitan_Data_v1.0,2018-01-30,OR.PA,0.1
OroTitan_Data_v1.0,2018-01-30,SU.PA,0.1
OroTitan_Data_v1.0,2018-01-30,TTE.PA,0.1
OroTitan_Data_v1.0,2018-01-31,AI.PA,0.1
OroTitan_Data_v1.0,2018-01-31,ASML.AS,0.1
OroTitan_Data_v1.0,2018-01-31,DSY.PA,0.1
OroTitan_Data_v1.0,2018-01-31,ENX.PA,0.1
OroTitan_Data_v1.0,2018-01-31,GTT.PA,0.1
OroTitan_Data_v1.0,2018-01-31,IPN.PA,0.1
OroTitan_Data_v1.0,2018-01-31,MC.PA,0.1
OroTitan_Data_v1.0,2018-01-31,OR.PA,0.1
OroTitan_Data_v1.0,2018-01-31,SU.PA,0.1
OroTitan_Data_v1.0,2018-01-31,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-01,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-01,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-01,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-01,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-01,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-01,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-01,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-01,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-01,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-01,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-02,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-02,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-02,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-02,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-02,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-02,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-02,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-02,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-02,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-02,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-05,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-05,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-05,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-05,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-05,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-05,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-05,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-05,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-05,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-05,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-06,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-06,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-06,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-06,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-06,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-06,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-06,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-06,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-06,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-06,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-07,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-07,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-07,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-07,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-07,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-07,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-07,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-07,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-07,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-07,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-08,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-08,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-08,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-08,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-08,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-08,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-08,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-08,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-08,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-08,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-09,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-09,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-09,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-09,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-09,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-09,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-09,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-09,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-09,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-09,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-12,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-12,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-12,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-12,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-12,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-12,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-12,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-12,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-12,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-12,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-13,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-13,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-13,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-13,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-13,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-13,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-13,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-13,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-13,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-13,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-14,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-14,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-14,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-14,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-14,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-14,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-14,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-14,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-14,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-14,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-15,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-15,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-15,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-15,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-15,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-15,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-15,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-15,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-15,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-15,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-16,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-16,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-16,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-16,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-16,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-16,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-16,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-16,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-16,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-16,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-19,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-19,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-19,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-19,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-19,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-19,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-19,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-19,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-19,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-19,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-20,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-20,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-20,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-20,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-20,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-20,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-20,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-20,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-20,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-20,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-21,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-21,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-21,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-21,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-21,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-21,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-21,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-21,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-21,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-21,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-22,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-22,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-22,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-22,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-22,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-22,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-22,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-22,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-22,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-22,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-23,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-23,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-23,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-23,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-23,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-23,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-23,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-23,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-23,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-23,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-26,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-26,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-26,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-26,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-26,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-26,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-26,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-26,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-26,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-26,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-27,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-27,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-27,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-27,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-27,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-27,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-27,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-27,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-27,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-27,TTE.PA,0.1
OroTitan_Data_v1.0,2018-02-28,AI.PA,0.1
OroTitan_Data_v1.0,2018-02-28,ASML.AS,0.1
OroTitan_Data_v1.0,2018-02-28,DSY.PA,0.1
OroTitan_Data_v1.0,2018-02-28,ENX.PA,0.1
OroTitan_Data_v1.0,2018-02-28,GTT.PA,0.1
OroTitan_Data_v1.0,2018-02-28,IPN.PA,0.1
OroTitan_Data_v1.0,2018-02-28,MC.PA,0.1
OroTitan_Data_v1.0,2018-02-28,OR.PA,0.1
OroTitan_Data_v1.0,2018-02-28,SU.PA,0.1
OroTitan_Data_v1.0,2018-02-28,TTE.PA,0.1
OroTitan_Data_v1.0,2018-03-01,AI.PA,0.1
OroTitan_Data_v1.0,2018-03-01,ASML.AS,0.1
OroTitan_Data_v1.0,2018-03-01,DSY.PA,0.1
OroTitan_Data_v1.0,2018-03-01,ENX.PA,0.1
OroTitan_Data_v1.0,2018-03-01,GTT.PA,0.1
OroTitan_Data_v1.0,2018-03-01,IPN.PA,0.1
OroTitan_Data_v1.0,2018-03-01,MC.PA,0.1
OroTitan_Data_v1.0,2018-03-01,OR.PA,0.1
OroTitan_Data_v1.0,2018-03-01,SU.PA,0.1
OroTitan_Data_v1.0,2018-03-01,TTE.PA,0.1
OroTitan_Data_v1.0,2018-03-02,AI.PA,0.1
OroTitan_Data_v1.0,2018-03-02,ASML.AS,0.1
OroTitan_Data_v1.0,2018-03-02,DSY.PA,0.1
OroTitan_Data_v1.0,2018-03-02,ENX.PA,0.1
OroTitan_Data_v1.0,2018-03-02,GTT.PA,0.1
OroTitan_Data_v1.0,2018-03-02,IPN.PA,0.1
OroTitan_Data_v1.0,2018-03-02,MC.PA,0.1
OroTitan_Data_v1.0,2018-03-02,OR.PA,0.1
OroTitan_Data_v1.0,2018-03-02,SU.PA,0.1
OroTitan_Data_v1.0,2018-03-02,TTE.PA,0.1
OroTitan_Data_v1.0,2018-03-05,AI.PA,0.1
OroTitan_Data_v1.0,2018-03-05,ASML.AS,0.1
OroTitan_Data_v1.0,2018-03-05,DSY.PA,0.1
OroTitan_Data_v1.0,2018-03-05,ENX.PA,0.1
OroTitan_Data_v1.0,2018-03-05,GTT.PA,0.1
OroTitan_Data_v1.0,2018-03-05,IPN.PA,0.1
OroTitan_Data_v1.0,2018-03-05,MC.PA,0.1
OroTitan_Data_v1.0,2018-03-05,OR.PA,0.1
OroTitan_Data_v1.0,2018-03-05,SU.PA,0.1
OroTitan_Data_v1.0,2018-03-05,TTE.PA,0.1
OroTitan_Data_v1.0,2018-03-06,AI.PA,0.1
OroTitan_Data_v1.0,2018-03-06,ASML.AS,0.1
OroTitan_Data_v1.0,2018-03-06,DSY.PA,0.1
OroTitan_Data_v1.0,2018-03-06,ENX.PA,0.1
OroTitan_Data_v1.0,2018-03-06,GTT.PA,0.1
OroTitan_Data_v1.0,2018-03-06,IPN.PA,0.1
OroTitan_Data_v1.0,2018-03-06,MC.PA,0.1
OroTitan_Data_v1.0,2018-03-06,OR.PA,0.1
OroTitan_Data_v1.0,2018-03-06,SU.PA,0.1
OroTitan_Data_v1.0,2018-03-06,TTE.PA,0.1
OroTitan_Data_v1.0,2018-03-07,AI.PA,0.1
OroTitan_Data_v1.0,2018-03-07,ASML.AS,0.1
OroTitan_Data_v1.0,2018-03-07,DSY.PA,0.1
OroTitan_Data_v1.0,2018-03-07,ENX.PA,0.1
OroTitan_Data_v1.0,2018-03-07,GTT.PA,0.1
OroTitan_Data_v1.0,2018-03-07,IPN.PA,0.1
OroTitan_Data_v1.0,2018-03-07,MC.PA,0.1
OroTitan_Data_v1.0,2018-03-07,OR.PA,0.1
OroTitan_Data_v1.0,2018-03-07,SU.PA,0.1
OroTitan_Data_v1.0,2018-03-07,TTE.PA,0.1
OroTitan_Data_v1.0,2018-03-08,AI.PA,0.1
OroTitan_Data_v1.0,2018-03-08,ASML.AS,0.1
